9865436 4000
0 1110 7140
0 1111 12284
0 1112 758
0 1113 4331
0 1114 11461
0 1115 7923
0 1116 10921
0 1117 7731
0 1118 4347
0 1119 9910
0 1120 6079
0 1121 2152
0 1122 7919
0 1123 983
0 1124 3338
0 1125 15536
0 1126 9546
0 1127 12252
0 1128 8718
0 1129 5181
0 1130 15022
0 1131 13975
0 1132 4947
0 1133 1458
0 1134 5618
0 1135 1679
0 1136 3733
0 1137 16707
0 1138 4564
0 1139 6266
0 1140 6188
0 1141 162
0 1142 6745
0 1143 7161
0 1144 1763
0 1145 9063
0 1146 1281
0 1147 231
0 1148 1270
0 1149 7751
0 1150 10669
0 1151 7807
0 1152 1090
0 1153 15430
0 1154 513
0 1155 7715
0 1156 4242
0 1157 716
0 1158 8818
0 1159 2638
0 1160 8911
0 1161 3146
0 1162 17543
0 1163 1290
0 1164 3991
0 1165 8057
0 1166 6383
0 1167 9366
0 1168 3991
0 1169 3262
0 1170 8524
0 1171 11670
0 1172 9212
0 1173 129
0 1174 12819
0 1175 9670
0 1176 12448
0 1177 14423
0 1178 16319
0 1179 2670
0 1180 8009
0 1181 3889
0 1182 7709
0 1183 4189
0 1184 13249
0 1185 3029
0 1186 8582
0 1187 7102
0 1188 6932
0 1189 8920
0 1190 2467
0 1191 889
0 1192 10980
0 1193 6634
0 1194 9140
0 1195 7046
0 1196 984
0 1197 8086
0 1198 5499
0 1199 1263
0 1200 2539
0 1201 4402
0 1202 6055
0 1203 1589
0 1204 7505
0 1205 10745
0 1206 6854
0 1207 14790
0 1208 13339
0 1209 15171
0 1210 10251
0 1211 13550
0 1212 18885
0 1213 17545
0 1214 1382
0 1215 2015
0 1216 9157
0 1217 3946
0 1218 7524
0 1219 5403
0 1220 7977
0 1221 7405
0 1222 6289
0 1223 728
0 1224 2110
0 1225 854
0 1226 15526
0 1227 359
0 1228 1489
0 1229 17520
0 1230 1848
0 1231 2219
0 1232 173
0 1233 5347
0 1234 1759
0 1235 3141
0 1236 11512
0 1237 11871
0 1238 9711
0 1239 7499
0 1240 8849
0 1241 1470
0 1242 16760
0 1243 511
0 1244 255
0 1245 2108
0 1246 2565
0 1247 84
0 1248 4736
0 1249 7657
0 1250 437
0 1251 7071
0 1252 5967
0 1253 12682
0 1254 4495
0 1255 11395
0 1256 15830
0 1257 14957
0 1258 1878
0 1259 11209
0 1260 7998
0 1261 13841
0 1262 1034
0 1263 11768
0 1264 16156
0 1265 2512
0 1266 5238
0 1267 4118
0 1268 12638
0 1269 13285
0 1270 5724
0 1271 10776
0 1272 4095
0 1273 17566
0 1274 13721
0 1275 8502
0 1276 969
0 1277 3207
0 1278 11121
0 1279 7605
0 1280 12922
0 1281 455
0 1282 10607
0 1283 5011
0 1284 3644
0 1285 8497
0 1286 3371
0 1287 9802
0 1288 5291
0 1289 10530
0 1290 1566
0 1291 4755
0 1292 8764
0 1293 2923
0 1294 536
0 1295 7101
0 1296 16544
0 1297 2698
0 1298 9683
0 1299 2357
0 1300 3922
0 1301 15927
0 1302 5648
0 1303 10659
0 1304 11194
0 1305 14646
0 1306 13599
0 1307 9022
0 1308 3162
0 1309 9425
0 1310 2369
0 1311 15659
0 1312 878
0 1313 12690
0 1314 5763
0 1315 521
0 1316 3727
0 1317 8916
0 1318 12821
0 1319 1997
0 1320 717
0 1321 925
0 1322 1120
0 1323 4283
0 1324 2815
0 1325 10601
0 1326 14327
0 1327 8743
0 1328 3727
0 1329 5612
0 1330 546
0 1331 1470
0 1332 12686
0 1333 3224
0 1334 8510
0 1335 4880
0 1336 1771
0 1337 16827
0 1338 1456
0 1339 8134
0 1340 4017
0 1341 9929
0 1342 2614
0 1343 10868
0 1344 530
0 1345 6607
0 1346 4730
0 1347 13486
0 1348 3187
0 1349 3935
0 1350 4303
0 1351 17624
0 1352 2034
0 1353 9254
0 1354 9783
0 1355 1643
0 1356 2520
0 1357 6522
0 1358 9359
0 1359 13651
0 1360 7570
0 1361 6214
0 1362 4423
0 1363 1716
0 1364 408
0 1365 1264
0 1366 8727
0 1367 3018
0 1368 3723
0 1369 2378
0 1370 4866
0 1371 5720
0 1372 5227
0 1373 4124
0 1374 4531
0 1375 5794
0 1376 8497
0 1377 8143
0 1378 11865
0 1379 14192
0 1380 11877
0 1381 3467
0 1382 1985
0 1383 9472
0 1384 15291
0 1385 6177
0 1386 6870
0 1387 16698
0 1388 5894
0 1389 3818
0 1390 470
0 1391 9014
0 1392 10654
0 1393 387
0 1394 76
0 1395 6318
0 1396 6232
0 1397 6236
0 1398 8482
0 1399 8651
0 1400 7346
0 1401 14486
0 1402 7583
0 1403 8126
0 1404 14493
0 1405 10795
0 1406 7167
0 1407 2037
0 1408 11133
0 1409 5593
0 1410 6670
0 1411 9889
0 1412 15347
0 1413 3473
0 1414 701
0 1415 4455
0 1416 10877
0 1417 3192
0 1418 5387
0 1419 8768
0 1420 800
0 1421 5530
0 1422 3659
0 1423 681
0 1424 1381
0 1425 2187
0 1426 9416
0 1427 3752
0 1428 12088
0 1429 3111
0 1430 3910
0 1431 417
0 1432 8854
0 1433 16645
0 1434 13056
0 1435 14889
0 1436 11390
0 1437 14371
0 1438 3581
0 1439 10678
0 1440 8417
0 1441 976
0 1442 16042
0 1443 9039
0 1444 7647
0 1445 2535
0 1446 9245
0 1447 7363
0 1448 12206
0 1449 2507
0 1450 10195
0 1451 5942
0 1452 9123
0 1453 4064
0 1454 321
0 1455 4858
0 1456 1223
0 1457 10065
0 1458 6027
0 1459 5930
0 1460 802
0 1461 3095
0 1462 10026
0 1463 5943
0 1464 6004
0 1465 6754
0 1466 10803
0 1467 3673
0 1468 5249
0 1469 7530
0 1470 664
0 1471 6235
0 1472 15739
0 1473 855
0 1474 12706
0 1475 2682
0 1476 3993
0 1477 2878
0 1478 3247
0 1479 14317
0 1480 15518
0 1481 11782
0 1482 2567
0 1483 404
0 1484 536
0 1485 589
0 1486 933
0 1487 3811
0 1488 9180
0 1489 6415
0 1490 2643
0 1491 11526
0 1492 6643
0 1493 10723
0 1494 15611
0 1495 2281
0 1496 2297
0 1497 5608
0 1498 13547
0 1499 1083
0 1500 3474
0 1501 1383
0 1502 1300
0 1503 987
0 1504 7680
0 1505 978
0 1506 4079
0 1507 6038
0 1508 12425
0 1509 2235
0 1510 14811
0 1511 11735
0 1512 4413
0 1513 2988
0 1514 1485
0 1515 9936
0 1516 10746
0 1517 9106
0 1518 16929
0 1519 116
0 1520 12251
0 1521 3013
0 1522 7426
0 1523 7864
0 1524 672
0 1525 4517
0 1526 5836
0 1527 7585
0 1528 1165
0 1529 11861
0 1530 463
0 1531 11881
0 1532 13098
0 1533 1540
0 1534 2067
0 1535 6583
0 1536 1764
0 1537 3
0 1538 10594
0 1539 3523
0 1540 8764
0 1541 13530
0 1542 6446
0 1543 2762
0 1544 5284
0 1545 12459
0 1546 10575
0 1547 2640
0 1548 15569
0 1549 9291
0 1550 2754
0 1551 5681
0 1552 5595
0 1553 6986
0 1554 9382
0 1555 3717
0 1556 14014
0 1557 11239
0 1558 394
0 1559 1275
0 1560 5678
0 1561 15196
0 1562 1711
0 1563 11023
0 1564 3096
0 1565 5491
0 1566 281
0 1567 7872
0 1568 8265
0 1569 2085
0 1570 4869
0 1571 6758
0 1572 1281
0 1573 12200
0 1574 11647
0 1575 8452
0 1576 4128
0 1577 11079
0 1578 1488
0 1579 3572
0 1580 4792
0 1581 370
0 1582 4312
0 1583 3282
0 1584 11966
0 1585 4614
0 1586 17283
0 1587 5078
0 1588 5877
0 1589 5308
0 1590 13818
0 1591 2301
0 1592 13899
0 1593 4987
0 1594 302
0 1595 11916
0 1596 9314
0 1597 2538
0 1598 985
0 1599 919
0 1600 776
0 1601 1776
0 1602 6983
0 1603 1460
0 1604 5303
0 1605 1555
0 1606 8551
0 1607 13095
0 1608 10431
0 1609 11350
0 1610 3827
0 1611 6605
0 1612 8679
0 1613 15092
0 1614 8269
0 1615 8523
0 1616 17073
0 1617 8466
0 1618 235
0 1619 3014
0 1620 2245
0 1621 11327
0 1622 9736
0 1623 8689
0 1624 2823
0 1625 10518
0 1626 8699
0 1627 7418
0 1628 13750
0 1629 15042
0 1630 6819
0 1631 13328
0 1632 4436
0 1633 3281
0 1634 8341
0 1635 368
0 1636 917
0 1637 12065
0 1638 2775
0 1639 12891
0 1640 14129
0 1641 7273
0 1642 12419
0 1643 218
0 1644 8558
0 1645 2008
0 1646 6193
0 1647 1082
0 1648 3856
0 1649 13098
0 1650 3524
0 1651 1188
0 1652 13606
0 1653 6246
0 1654 10380
0 1655 8744
0 1656 15488
0 1657 11936
0 1658 1029
0 1659 15443
0 1660 1802
0 1661 1984
0 1662 2960
0 1663 6535
0 1664 241
0 1665 6069
0 1666 7000
0 1667 7256
0 1668 9557
0 1669 8769
0 1670 10486
0 1671 8906
0 1672 4032
0 1673 17582
0 1674 1277
0 1675 3849
0 1676 12044
0 1677 17373
0 1678 15251
0 1679 1810
0 1680 3971
0 1681 5899
0 1682 7520
0 1683 3403
0 1684 2584
0 1685 5046
0 1686 11187
0 1687 3991
0 1688 604
0 1689 10063
0 1690 10991
0 1691 10151
0 1692 8540
0 1693 6017
0 1694 11486
0 1695 16531
0 1696 5725
0 1697 3085
0 1698 139
0 1699 10201
0 1700 447
0 1701 1337
0 1702 2260
0 1703 4629
0 1704 206
0 1705 184
0 1706 16913
0 1707 5963
0 1708 14327
0 1709 3293
0 1710 6415
0 1711 6257
0 1712 6474
0 1713 15231
0 1714 12889
0 1715 18384
0 1716 16761
0 1717 380
0 1718 7381
0 1719 14350
0 1720 13629
0 1721 12775
0 1722 2711
0 1723 7249
0 1724 7181
0 1725 1916
0 1726 18676
0 1727 12464
0 1728 3269
0 1729 17306
0 1730 11136
0 1731 974
0 1732 2749
0 1733 3456
0 1734 7415
0 1735 5686
0 1736 2718
0 1737 6224
0 1738 5994
0 1739 6090
0 1740 6113
0 1741 8468
0 1742 426
0 1743 6587
0 1744 7040
0 1745 4739
0 1746 4221
0 1747 8796
0 1748 3968
0 1749 5694
0 1750 11662
0 1751 4989
0 1752 1766
0 1753 8353
0 1754 13278
0 1755 6417
0 1756 6144
0 1757 13791
0 1758 1395
0 1759 3441
0 1760 2874
0 1761 4247
0 1762 12181
0 1763 2883
0 1764 1450
0 1765 3063
0 1766 9415
0 1767 1054
0 1768 5068
0 1769 11598
0 1770 13811
0 1771 9462
0 1772 6486
0 1773 2545
0 1774 15881
0 1775 12179
0 1776 4710
0 1777 4283
0 1778 11431
0 1779 7231
0 1780 2823
0 1781 1289
0 1782 353
0 1783 6810
0 1784 6475
0 1785 15006
0 1786 2465
0 1787 6088
0 1788 5812
0 1789 3559
0 1790 6382
0 1791 7670
0 1792 4374
0 1793 1636
0 1794 543
0 1795 11683
0 1796 1474
0 1797 7561
0 1798 8337
0 1799 3974
0 1800 4022
0 1801 2835
0 1802 16345
0 1803 10901
0 1804 6343
0 1805 4611
0 1806 4675
0 1807 13623
0 1808 2272
0 1809 10728
0 1810 2688
0 1811 5353
0 1812 3972
0 1813 6756
0 1814 1670
0 1815 1926
0 1816 16412
0 1817 6386
0 1818 644
0 1819 8433
0 1820 1826
0 1821 2534
0 1822 15600
0 1823 11369
0 1824 376
0 1825 86
0 1826 4790
0 1827 10557
0 1828 5922
0 1829 12123
0 1830 16180
0 1831 15065
0 1832 3078
0 1833 1564
0 1834 2238
0 1835 9523
0 1836 4729
0 1837 10262
0 1838 5433
0 1839 9883
0 1840 7351
0 1841 9006
0 1842 8234
0 1843 16345
0 1844 15895
0 1845 1769
0 1846 5256
0 1847 68
0 1848 7995
0 1849 17877
0 1850 1580
0 1851 966
0 1852 1887
0 1853 14888
0 1854 14097
0 1855 13507
0 1856 18099
0 1857 2592
0 1858 3789
0 1859 208
0 1860 4204
0 1861 5170
0 1862 11004
0 1863 9238
0 1864 4098
0 1865 18784
0 1866 11656
0 1867 13400
0 1868 14508
0 1869 5017
0 1870 3058
0 1871 18229
0 1872 5584
0 1873 13559
0 1874 18111
0 1875 7941
0 1876 3534
0 1877 6078
0 1878 8496
0 1879 13512
0 1880 2562
0 1881 1682
0 1882 7135
0 1883 10585
0 1884 7991
0 1885 9113
0 1886 16263
0 1887 2340
0 1888 672
0 1889 760
0 1890 12796
0 1891 10829
0 1892 4631
0 1893 4900
0 1894 4524
0 1895 9988
0 1896 3724
0 1897 2613
0 1898 13679
0 1899 15943
0 1900 12311
0 1901 3696
0 1902 4678
0 1903 2413
0 1904 9393
0 1905 11598
0 1906 645
0 1907 5157
0 1908 9954
0 1909 14253
0 1910 4923
0 1911 13406
0 1912 9629
0 1913 9608
0 1914 3226
0 1915 998
0 1916 7118
0 1917 16962
0 1918 4078
0 1919 6113
0 1920 5749
0 1921 3698
0 1922 8692
0 1923 3218
0 1924 5229
0 1925 5134
0 1926 16198
0 1927 3708
0 1928 8688
0 1929 8855
0 1930 3274
0 1931 16543
0 1932 1586
0 1933 15848
0 1934 1530
0 1935 2367
0 1936 238
0 1937 3309
0 1938 8349
0 1939 5281
0 1940 11875
0 1941 569
0 1942 10920
0 1943 8763
0 1944 4433
0 1945 6799
0 1946 7036
0 1947 5848
0 1948 10704
0 1949 6634
0 1950 4211
0 1951 1131
0 1952 12051
0 1953 10110
0 1954 2216
0 1955 4550
0 1956 13507
0 1957 16048
0 1958 7955
0 1959 10940
0 1960 1330
0 1961 15971
0 1962 2758
0 1963 2459
0 1964 10922
0 1965 169
0 1966 13823
0 1967 6222
0 1968 15688
0 1969 2785
0 1970 2217
0 1971 2212
0 1972 10810
0 1973 9216
0 1974 541
0 1975 2064
0 1976 13274
0 1977 6508
0 1978 4606
0 1979 176
0 1980 1927
0 1981 4522
0 1982 562
0 1983 9777
0 1984 15449
0 1985 5727
0 1986 2740
0 1987 9926
0 1988 1796
0 1989 1971
0 1990 3898
0 1991 6332
0 1992 3220
0 1993 6045
0 1994 4819
0 1995 7216
0 1996 6307
0 1997 9718
0 1998 17824
0 1999 10535
0 2000 808
8004018 3626
0 1160 1322
1 785 1160
0 992 5128
1 1509 992
0 1992 5533
1 328 1992
0 1219 2431
1 197 1219
0 1803 3492
1 728 1803
0 1990 3778
1 1177 1990
0 549 9808
1 173 549
0 847 8918
1 763 847
0 1619 16649
1 287 1619
0 1783 1059
1 1147 1783
0 1510 9365
1 1019 1510
0 1479 2456
1 942 1479
0 810 2954
1 23 810
0 376 1572
1 1520 376
0 1310 11146
1 1872 1310
0 1533 7903
1 1235 1533
0 848 3906
1 610 848
0 462 9445
1 1659 462
0 1783 12057
1 100 1783
0 701 10710
1 831 701
0 1363 2018
1 1765 1363
0 635 12913
1 1664 635
0 814 7120
1 1961 814
0 1144 6244
1 788 1144
0 330 9724
1 1621 330
0 1160 6957
1 493 1160
0 53 4148
1 990 53
0 1190 7045
1 1280 1190
0 713 2783
1 1936 713
0 1410 12410
1 1975 1410
0 1369 3673
1 1322 1369
0 976 15774
1 1600 976
0 343 8209
1 1373 343
0 1824 12770
1 1195 1824
0 376 11657
1 1049 376
0 1214 3160
1 366 1214
0 178 4791
1 1731 178
0 590 5696
1 413 590
0 900 8153
1 1962 900
0 1553 6472
1 5 1553
0 1474 5230
1 1047 1474
0 259 10918
1 1125 259
0 1508 10241
1 1599 1508
0 707 18727
1 1633 707
0 1363 18813
1 908 1363
0 562 10369
1 1963 562
0 1430 2977
1 1053 1430
0 1349 5295
1 1544 1349
0 786 16993
1 1881 786
0 1305 2793
1 1505 1305
0 1219 6348
1 721 1219
0 1278 7683
1 1098 1278
0 1781 6027
1 652 1781
0 849 8647
1 699 849
0 110 3987
1 272 110
0 1896 8267
1 648 1896
0 1301 3626
1 945 1301
0 1576 10041
1 1858 1576
0 1082 6473
1 257 1082
0 506 6504
1 975 506
0 1305 6638
1 205 1305
0 1770 8396
1 797 1770
0 965 10284
1 539 965
0 1635 4782
1 1401 1635
0 810 12470
1 1094 810
0 1430 3657
1 181 1430
0 572 8077
1 1882 572
0 1214 4772
1 800 1214
0 1776 10730
1 1556 1776
0 1984 4467
1 487 1984
0 680 4688
1 1637 680
0 1662 6697
1 598 1662
0 1667 7056
1 479 1667
0 385 6287
1 1644 385
0 372 9877
1 234 372
0 1301 10806
1 1312 1301
0 1430 13793
1 766 1430
0 312 6735
1 1357 312
0 1409 9129
1 698 1409
0 1864 3829
1 292 1864
0 1583 14398
1 761 1583
0 1990 7233
1 51 1990
0 1757 5987
1 188 1757
0 320 6419
1 922 320
0 118 14278
1 576 118
0 1389 4399
1 112 1389
0 835 13431
1 1313 835
0 714 11317
1 10 714
0 1378 7220
1 131 1378
0 104 4557
1 1522 104
0 1389 10181
1 966 1389
0 1139 11153
1 1321 1139
0 978 5425
1 751 978
0 1549 10176
1 128 1549
0 1984 12278
1 716 1984
0 1991 4815
1 1172 1991
0 104 12174
1 408 104
0 85 10163
1 1298 85
0 1120 13159
1 1616 1120
0 1291 10197
1 289 1291
0 1852 7746
1 1422 1852
0 1635 14097
1 1017 1635
0 1545 8584
1 6 1545
0 1991 15323
1 633 1991
0 890 12075
1 1261 890
0 1198 13291
1 1904 1198
0 632 13184
1 1364 632
0 1820 7725
1 1473 1820
0 377 6233
1 1826 377
0 588 15369
1 710 588
0 109 9738
1 595 109
0 1247 8858
1 108 1247
0 1010 10130
1 1365 1010
0 1031 12984
1 430 1031
0 1534 10499
1 158 1534
0 1808 8327
1 1548 1808
0 1474 10916
1 691 1474
0 1227 14488
1 239 1227
0 1000 8284
1 519 1000
0 1413 9548
1 96 1413
0 144 9219
1 195 144
0 757 12042
1 1995 757
0 1349 7400
1 1414 1349
0 316 7153
1 1562 316
0 1390 8180
1 1281 1390
0 1989 6722
1 1333 1989
0 1096 15808
1 1656 1096
0 200 14786
1 1980 200
0 1992 16949
1 913 1992
0 1426 12919
1 1899 1426
0 365 14261
1 985 365
0 153 11398
1 133 153
0 1161 9997
1 1939 1161
0 166 15455
1 380 166
0 1620 7082
1 142 1620
0 590 7193
1 1900 590
0 221 10123
1 70 221
0 957 8896
1 868 957
0 1757 17602
1 184 1757
0 1781 18422
1 1650 1781
0 1467 10248
1 1371 1467
0 377 6990
1 143 377
0 1144 7259
1 97 1144
0 385 9202
1 40 385
0 1965 10214
1 469 1965
0 320 9399
1 1026 320
0 1553 12264
1 415 1553
0 1082 9855
1 1774 1082
0 675 7242
1 953 675
0 794 12047
1 711 794
0 1274 7710
1 1889 1274
0 1189 13171
1 1917 1189
0 1302 6862
1 115 1302
0 1989 9910
1 1178 1989
0 312 11004
1 1183 312
0 441 8690
1 700 441
0 229 13959
1 422 229
0 1160 9155
1 82 1160
0 1190 9334
1 1953 1190
0 338 7593
1 1415 338
0 1620 10996
1 230 1620
0 814 10966
1 1558 814
0 1378 9947
1 912 1378
0 1990 13739
1 258 1990
0 194 10816
1 1064 194
0 596 7256
1 937 596
0 1123 11183
1 1207 1123
0 1349 7936
1 568 1349
0 338 9582
1 58 338
0 1934 17111
1 412 1934
0 1278 13609
1 822 1278
0 530 11213
1 1705 530
0 1274 14803
1 639 1274
0 1754 10410
1 329 1754
0 1580 8122
1 520 1580
0 1039 10538
1 1851 1039
0 1262 14642
1 424 1262
0 1557 15628
1 261 1557
0 1349 11235
1 565 1349
0 572 11208
1 1055 572
0 1452 13848
1 1670 1452
0 1390 12686
1 378 1390
0 399 9773
1 392 399
0 1896 12347
1 1318 1896
0 1000 11020
1 1457 1000
0 984 13411
1 964 984
0 1308 10195
1 71 1308
0 1441 11429
1 573 1441
0 849 14029
1 906 849
0 1958 8889
1 1837 1958
0 1265 11880
1 1283 1265
0 441 14025
1 571 441
0 1829 10359
1 1448 1829
0 1405 14079
1 449 1405
0 1138 9294
1 1552 1138
0 1376 12070
1 625 1376
0 957 18528
1 686 957
0 847 16380
1 1136 847
0 946 9957
1 62 946
0 1160 10722
1 1668 1160
0 385 16730
1 345 385
0 914 9621
1 269 914
0 551 10945
1 1079 551
0 144 13555
1 67 144
0 1138 12665
1 705 1138
0 745 10400
1 1027 745
0 457 10321
1 778 457
0 320 15161
1 825 320
0 338 14314
1 949 338
0 1887 10248
1 902 1887
0 914 12305
1 1582 914
0 399 13080
1 676 399
0 549 10353
1 472 549
0 1082 11593
1 932 1082
0 372 15950
1 119 372
0 1989 11414
1 651 1989
0 1166 17168
1 954 1166
0 946 11112
1 1922 946
0 1161 14072
1 1629 1161
0 1248 18819
1 995 1248
0 221 13793
1 1351 221
0 1010 16539
1 1411 1010
0 85 15375
1 1874 85
0 1965 14097
1 1767 1965
0 1508 11083
1 323 1508
0 1467 13078
1 1180 1467
0 965 10965
1 1436 965
0 344 17007
1 789 344
0 549 14150
1 1036 549
0 562 11051
1 285 562
0 1754 12864
1 1972 1754
0 1109 16401
1 1487 1109
0 1534 15186
1 910 1534
0 1039 13710
1 1011 1039
0 251 10999
1 1923 251
0 1160 12425
1 1909 1160
0 1776 15882
1 1015 1776
0 194 17521
1 1593 194
0 1070 11312
1 712 1070
0 259 16643
1 647 259
0 1620 16171
1 451 1620
0 251 12659
1 925 251
0 312 13078
1 733 312
0 107 15513
1 1267 107
0 1508 15487
1 518 1508
0 475 12452
1 232 475
0 1310 17118
1 1845 1310
0 1123 13546
1 1748 1123
0 1791 11380
1 1243 1791
0 572 13959
1 1504 572
0 630 13143
1 672 630
0 1349 17028
1 1117 1349
0 153 16618
1 445 153
0 376 16058
1 1893 376
0 1804 17406
1 620 1804
0 783 13112
1 207 783
0 757 12117
1 1949 757
0 794 16638
1 820 794
0 1783 13889
1 583 1783
0 637 12171
1 1919 637
0 1376 14295
1 1439 1376
0 757 14642
1 1323 757
0 1625 19022
1 1319 1625
0 1984 13635
1 1375 1984
0 914 15221
1 869 914
0 419 16353
1 1768 419
0 1410 16616
1 250 1410
0 1160 15740
1 1623 1160
0 810 14134
1 1297 810
0 1048 13773
1 1932 1048
0 470 12928
1 92 470
0 1258 13304
1 219 1258
0 1138 14545
1 98 1138
0 1655 13597
1 429 1655
0 1824 17092
1 1475 1824
0 470 13292
1 1812 470
0 237 14212
1 1689 237
0 737 14231
1 1185 737
0 312 14652
1 916 312
0 399 16241
1 494 399
0 1120 16157
1 548 1120
0 1356 15871
1 819 1356
0 1198 13415
1 461 1198
0 470 14181
1 1795 470
0 835 14896
1 21 835
0 524 14279
1 248 524
0 858 14208
1 971 858
0 1123 17265
1 191 1123
0 1278 15456
1 1577 1278
0 1345 13660
1 532 1345
0 1016 15856
1 1451 1016
0 1345 15874
1 1353 1345
0 120 18294
1 1673 120
0 1430 14496
1 1461 1430
0 1282 15329
1 1671 1282
0 1452 14637
1 1718 1452
0 295 16188
1 1885 295
0 229 15277
1 1688 229
0 1965 15160
1 147 1965
0 737 17440
1 279 737
0 365 16593
1 638 365
0 118 14820
1 767 118
0 1376 14989
1 1091 1376
0 410 14866
1 1787 410
0 338 15194
1 253 338
0 1583 17028
1 717 1583
0 180 17346
1 1377 180
0 1430 15426
1 1684 1430
0 629 17737
1 1385 629
0 1701 16999
1 1133 1701
0 1255 15555
1 1658 1255
0 1376 18773
1 861 1376
0 591 15361
1 643 591
0 886 16027
1 696 886
0 1065 16511
1 829 1065
0 320 16791
1 1550 320
0 914 15894
1 559 914
0 229 19127
1 1403 229
0 1991 19923
1 606 1991
0 1282 16640
1 349 1282
0 107 16349
1 959 107
0 1875 18422
1 302 1875
0 1255 16757
1 740 1255
0 874 18080
1 1128 874
0 1160 15965
1 1665 1160
0 1356 17842
1 1512 1356
0 1325 16073
1 1062 1325
0 163 17902
1 361 163
0 443 16161
1 646 443
0 1160 16171
1 834 1160
0 376 16613
1 1710 376
0 1620 17415
1 138 1620
0 1160 16335
1 1823 1160
0 1087 19768
1 1569 1087
0 1160 16340
1 1752 1160
0 107 16821
1 1020 107
0 419 16693
1 618 419
0 1065 16555
1 742 1065
0 1065 18344
1 1434 1065
0 365 16747
1 382 365
0 376 19652
1 923 376
0 1410 17039
1 989 1410
0 153 17802
1 1578 153
0 794 17285
1 511 794
0 259 18239
1 308 259
0 385 18175
1 759 385
0 320 16970
1 453 320
0 1341 17724
1 1679 1341
0 397 17765
1 1749 397
0 107 18564
1 106 107
0 786 17476
1 724 786
0 1701 18626
1 1074 1701
0 1349 18237
1 252 1349
0 1410 17948
1 876 1410
0 1934 17227
1 1727 1934
0 1310 18385
1 255 1310
0 318 18301
1 808 318
0 1072 17581
1 1683 1072
0 1123 18854
1 1034 1123
0 794 17793
1 1202 794
0 180 17792
1 300 180
0 737 18594
1 818 737
0 786 17788
1 512 786
0 194 18112
1 1485 194
0 1072 17755
1 370 1072
0 1341 18331
1 1327 1341
0 1072 18009
1 538 1072
0 786 18103
1 1118 786
0 180 18430
1 803 180
0 794 18857
1 64 794
0 163 18314
1 11 163
0 1410 18028
1 162 1410
0 1072 18737
1 231 1072
0 194 19744
1 1918 194
0 385 18372
1 931 385
0 1349 19008
1 1003 1349
0 855 19543
1 1977 855
0 318 18863
1 1299 318
0 1065 18951
1 1041 1065
0 1310 18894
1 327 1310
0 1419 19298
1 313 1419
0 12 18808
1 889 12
0 957 18803
1 1511 957
0 107 18839
1 1234 107
0 737 19016
1 1928 737
0 1701 18989
1 1631 1701
0 123 19012
1 1330 123
0 707 18771
1 1334 707
0 1072 18859
1 1347 1072
0 1376 18867
1 611 1376
0 1363 18920
1 1946 1363
0 794 19147
1 801 794
0 318 19256
1 1618 318
0 1376 19740
1 1920 1376
0 1363 19384
1 233 1363
0 1065 19183
1 360 1065
0 1701 19373
1 1391 1701
0 1349 19175
1 170 1349
0 123 19472
1 1084 123
0 737 19355
1 1839 737
0 1625 19728
1 570 1625
0 794 19554
1 224 794
0 318 19910
1 19 318
0 1419 19369
1 863 1419
0 1701 19572
1 405 1701
0 123 19893
1 723 123
0 794 19909
1 1213 794
0 1701 19614
1 210 1701
0 1701 19620
1 1898 1701
0 1701 19718
1 904 1701
0 1376 19892
1 1157 1376
0 194 19753
1 1751 194
0 794 19943
1 1841 794
0 318 19929
1 1303 318
0 1991 19957
1 795 1991
0 1991 19974
0 851 19974
1 851 1991
0 794 19953
0 851 19953
1 851 794
0 318 19958
0 1515 19958
1 1515 318
0 123 19956
0 1424 19956
1 1424 123
0 1376 19910
0 1075 19910
1 1075 1376
0 1087 19780
0 1652 19780
1 1652 1087
0 194 19804
0 1931 19804
1 1931 194
0 1625 19804
0 88 19804
1 88 1625
0 1701 19726
0 435 19726
1 435 1701
0 376 19688
0 851 19688
1 851 376
0 855 19577
0 1716 19577
1 1716 855
0 1363 19551
0 1532 19551
1 1532 1363
0 1419 19604
0 476 19604
1 476 1419
0 737 19485
0 1276 19485
1 1276 737
0 1065 19746
0 658 19746
1 658 1065
0 1349 19304
0 1687 19304
1 1687 1349
0 229 19460
0 1515 19460
1 1515 229
0 1310 18902
0 1081 18902
1 1081 1310
0 1072 19919
0 536 19919
1 536 1072
0 1123 19503
0 603 19503
1 603 1123
0 107 18872
0 1971 18872
1 1971 107
0 1248 19083
0 1649 19083
1 1649 1248
0 12 19089
0 736 19089
1 736 12
0 957 19652
0 256 19652
1 256 957
0 1051 19067
0 48 19067
1 48 1051
0 707 18937
0 1404 18937
1 1404 707
0 1745 18861
0 941 18861
1 941 1745
0 180 19156
0 1940 19156
1 1940 180
0 1875 19599
0 929 19599
1 929 1875
0 1781 19249
0 1004 19249
1 1004 1781
0 385 19284
0 839 19284
1 839 385
0 1341 19069
0 183 19069
1 183 1341
0 163 18341
0 556 18341
1 556 163
0 120 18526
0 846 18526
1 846 120
0 259 19296
0 69 19296
1 69 259
0 594 18322
0 1604 18322
1 1604 594
0 786 18370
0 136 18370
1 136 786
0 874 18938
0 500 18938
1 500 874
0 1410 18203
0 1948 18203
1 1948 1410
0 1356 18165
0 1498 18165
1 1498 1356
0 1672 18815
0 1720 18815
1 1720 1672
