9917847 4000
0 443 14678
0 444 6218
0 445 4206
0 446 2650
0 447 3932
0 448 18034
0 449 14909
0 450 7779
0 451 17795
0 452 4136
0 453 9198
0 454 3668
0 455 2839
0 456 9762
0 457 11566
0 458 1493
0 459 1891
0 460 14291
0 461 4421
0 462 14692
0 463 870
0 464 7793
0 465 2741
0 466 7335
0 467 34
0 468 9635
0 469 385
0 470 1359
0 471 5780
0 472 14782
0 473 14007
0 474 1837
0 475 7923
0 476 12606
0 477 7051
0 478 4914
0 479 1650
0 480 1166
0 481 2510
0 482 17981
0 483 2300
0 484 2612
0 485 15288
0 486 7055
0 487 14751
0 488 4856
0 489 19707
0 490 2660
0 491 2496
0 492 18525
0 493 1800
0 494 764
0 495 8761
0 496 2021
0 497 10559
0 498 4794
0 499 689
0 500 7919
0 501 12666
0 502 5007
0 503 14549
0 504 1875
0 505 6988
0 506 9008
0 507 18482
0 508 13418
0 509 13209
0 510 9315
0 511 4433
0 512 1070
0 513 6312
0 514 11497
0 515 2901
0 516 5763
0 517 4244
0 518 142
0 519 7221
0 520 3631
0 521 5250
0 522 2461
0 523 6494
0 524 1427
0 525 15400
0 526 2029
0 527 8427
0 528 134
0 529 3990
0 530 16144
0 531 8160
0 532 5409
0 533 3269
0 534 1047
0 535 12084
0 536 4248
0 537 2174
0 538 8975
0 539 5933
0 540 1811
0 541 3737
0 542 2754
0 543 8275
0 544 3975
0 545 3405
0 546 4004
0 547 2529
0 548 8203
0 549 1860
0 550 251
0 551 711
0 552 2229
0 553 522
0 554 12633
0 555 3868
0 556 15632
0 557 11530
0 558 975
0 559 2686
0 560 17146
0 561 14208
0 562 16436
0 563 13309
0 564 11743
0 565 9136
0 566 1119
0 567 12649
0 568 5269
0 569 4307
0 570 2725
0 571 15038
0 572 9426
0 573 1429
0 574 2091
0 575 15385
0 576 8898
0 577 12686
0 578 7955
0 579 14646
0 580 12360
0 581 7220
0 582 621
0 583 2050
0 584 492
0 585 9261
0 586 1125
0 587 7864
0 588 6725
0 589 5566
0 590 14277
0 591 17848
0 592 10486
0 593 1329
0 594 7333
0 595 16593
0 596 9156
0 597 15163
0 598 1888
0 599 1018
0 600 2386
0 601 16944
0 602 8624
0 603 12927
0 604 9348
0 605 4265
0 606 1682
0 607 2675
0 608 2490
0 609 13027
0 610 4702
0 611 9219
0 612 11584
0 613 785
0 614 3955
0 615 3356
0 616 1389
0 617 2827
0 618 5317
0 619 10160
0 620 831
0 621 8798
0 622 132
0 623 15121
0 624 2787
0 625 8315
0 626 4650
0 627 12484
0 628 5113
0 629 605
0 630 11065
0 631 493
0 632 12997
0 633 12515
0 634 2566
0 635 18871
0 636 11234
0 637 4986
0 638 8573
0 639 12515
0 640 3243
0 641 9881
0 642 6000
0 643 1407
0 644 5174
0 645 11728
0 646 2949
0 647 6573
0 648 841
0 649 13356
0 650 16598
0 651 7750
0 652 1849
0 653 1432
0 654 13530
0 655 4224
0 656 5810
0 657 2341
0 658 8821
0 659 705
0 660 13507
0 661 3712
0 662 8410
0 663 9841
0 664 3370
0 665 4075
0 666 8210
0 667 11776
0 668 1969
0 669 14657
0 670 2206
0 671 1645
0 672 4728
0 673 17
0 674 4253
0 675 7087
0 676 3504
0 677 5581
0 678 8160
0 679 3874
0 680 6079
0 681 7724
0 682 12909
0 683 2142
0 684 6394
0 685 1958
0 686 1663
0 687 10056
0 688 9494
0 689 1334
0 690 13004
0 691 6745
0 692 2443
0 693 12815
0 694 12944
0 695 9310
0 696 6150
0 697 3211
0 698 12354
0 699 14581
0 700 8100
0 701 4896
0 702 3690
0 703 3684
0 704 11340
0 705 1741
0 706 4222
0 707 13228
0 708 11212
0 709 2130
0 710 9013
0 711 4740
0 712 11882
0 713 335
0 714 10636
0 715 8728
0 716 1011
0 717 757
0 718 66
0 719 3670
0 720 8385
0 721 1581
0 722 2871
0 723 780
0 724 5581
0 725 2016
0 726 3265
0 727 8735
0 728 9415
0 729 1307
0 730 11695
0 731 1258
0 732 11913
0 733 1829
0 734 8388
0 735 10404
0 736 10020
0 737 12477
0 738 4520
0 739 4550
0 740 15026
0 741 14535
0 742 7043
0 743 8871
0 744 16631
0 745 7153
0 746 18944
0 747 11798
0 748 9541
0 749 10442
0 750 5467
0 751 9822
0 752 4680
0 753 3909
0 754 539
0 755 150
0 756 721
0 757 11084
0 758 6943
0 759 1206
0 760 13681
0 761 3503
0 762 217
0 763 10786
0 764 1124
0 765 3114
0 766 7621
0 767 6009
0 768 13305
0 769 9270
0 770 4488
0 771 3140
0 772 1025
0 773 73
0 774 3332
0 775 2797
0 776 7203
0 777 7106
0 778 1400
0 779 15866
0 780 1935
0 781 1427
0 782 6046
0 783 7117
0 784 6169
0 785 5475
0 786 11680
0 787 4362
0 788 2454
0 789 18475
0 790 1314
0 791 3358
0 792 1286
0 793 13742
0 794 4515
0 795 1737
0 796 1716
0 797 3600
0 798 609
0 799 1308
0 800 612
0 801 1739
0 802 3024
0 803 441
0 804 6358
0 805 13630
0 806 14318
0 807 2437
0 808 7847
0 809 9154
0 810 701
0 811 8058
0 812 15124
0 813 424
0 814 7213
0 815 8312
0 816 4069
0 817 5279
0 818 12686
0 819 1437
0 820 2117
0 821 6467
0 822 1650
0 823 5947
0 824 13159
0 825 5578
0 826 6666
0 827 2072
0 828 3357
0 829 4793
0 830 8438
0 831 11257
0 832 18106
0 833 9948
0 834 3390
0 835 8965
0 836 8393
0 837 8242
0 838 14594
0 839 4125
0 840 6790
0 841 3901
0 842 2006
0 843 18257
0 844 7652
0 845 2909
0 846 1361
0 847 3014
0 848 3216
0 849 9551
0 850 12692
0 851 14756
0 852 5915
0 853 524
0 854 1823
0 855 823
0 856 5142
0 857 1444
0 858 4955
0 859 13370
0 860 11094
0 861 10021
0 862 8936
0 863 2190
0 864 4012
0 865 1187
0 866 6328
0 867 7771
0 868 9530
0 869 4544
0 870 1058
0 871 11282
0 872 3782
0 873 14411
0 874 5563
0 875 1241
0 876 4355
0 877 12616
0 878 753
0 879 3118
0 880 10755
0 881 141
0 882 9954
0 883 4364
0 884 5575
0 885 7519
0 886 8225
0 887 8450
0 888 2581
0 889 5565
0 890 434
0 891 16360
0 892 5195
0 893 48
0 894 4099
0 895 2282
0 896 10610
0 897 10909
0 898 8105
0 899 7768
0 900 44
0 901 6813
0 902 1334
0 903 3131
0 904 5770
0 905 976
0 906 3699
0 907 5185
0 908 2323
0 909 6442
0 910 6272
0 911 2263
0 912 2694
0 913 13142
0 914 2652
0 915 15992
0 916 11612
0 917 14583
0 918 13719
0 919 5580
0 920 1698
0 921 8269
0 922 1652
0 923 12176
0 924 10419
0 925 7170
0 926 3265
0 927 6800
0 928 8810
0 929 14389
0 930 13099
0 931 4354
0 932 2358
0 933 3937
0 934 3598
0 935 15947
0 936 868
0 937 7667
0 938 15431
0 939 12598
0 940 4604
0 941 3922
0 942 14226
0 943 3294
0 944 4537
0 945 677
0 946 12849
0 947 1184
0 948 11676
0 949 1915
0 950 4487
0 951 525
0 952 13399
0 953 9072
0 954 17580
0 955 9931
0 956 7438
0 957 6813
0 958 3089
0 959 3976
0 960 6948
0 961 5338
0 962 7450
0 963 666
0 964 5730
0 965 316
0 966 8127
0 967 2543
0 968 3968
0 969 10362
0 970 14664
0 971 2572
0 972 9654
0 973 10133
0 974 7304
0 975 395
0 976 6174
0 977 3367
0 978 9481
0 979 608
0 980 6029
0 981 13140
0 982 8299
0 983 9655
0 984 2183
0 985 3076
0 986 15396
0 987 4051
0 988 1884
0 989 358
0 990 4285
0 991 17813
0 992 2463
0 993 7253
0 994 7964
0 995 7080
0 996 2943
0 997 4979
0 998 4235
0 999 944
0 1000 3550
0 1001 8290
0 1002 2171
0 1003 5775
0 1004 13739
0 1005 13386
0 1006 112
0 1007 1442
0 1008 4526
0 1009 4220
0 1010 9731
0 1011 15877
0 1012 75
0 1013 6256
0 1014 4145
0 1015 3026
0 1016 8322
0 1017 3911
0 1018 9047
0 1019 13267
0 1020 1720
0 1021 8128
0 1022 6511
0 1023 7065
0 1024 5595
0 1025 4973
0 1026 14861
0 1027 9801
0 1028 4264
0 1029 13664
0 1030 15396
0 1031 1774
0 1032 8285
0 1033 7213
0 1034 1445
0 1035 2434
0 1036 3708
0 1037 9861
0 1038 7506
0 1039 1169
0 1040 673
0 1041 2956
0 1042 1544
0 1043 5108
0 1044 9683
0 1045 8279
0 1046 2642
0 1047 4363
0 1048 1309
0 1049 2177
0 1050 2850
0 1051 10209
0 1052 7344
0 1053 4183
0 1054 2821
0 1055 7451
0 1056 6341
0 1057 3353
0 1058 7214
0 1059 3585
0 1060 7466
0 1061 5619
0 1062 1721
0 1063 2255
0 1064 7681
0 1065 3091
0 1066 2250
0 1067 3504
0 1068 14340
0 1069 10370
0 1070 8576
0 1071 77
0 1072 6804
0 1073 12535
0 1074 2378
0 1075 6014
0 1076 4615
0 1077 8118
0 1078 10314
0 1079 5530
0 1080 6971
0 1081 89
0 1082 5472
0 1083 1807
0 1084 13163
0 1085 3018
0 1086 3063
0 1087 9730
0 1088 43
0 1089 15069
0 1090 3358
0 1091 3521
0 1092 3761
0 1093 7156
0 1094 3085
0 1095 1392
0 1096 2063
0 1097 7349
0 1098 8953
0 1099 5667
0 1100 6315
0 1101 9836
0 1102 13596
0 1103 9033
0 1104 187
0 1105 177
0 1106 3641
0 1107 7341
0 1108 4444
0 1109 2132
0 1110 2574
0 1111 12016
0 1112 9927
0 1113 2975
0 1114 2822
0 1115 17648
0 1116 3525
0 1117 6363
0 1118 18696
0 1119 6819
0 1120 1395
0 1121 1601
0 1122 5716
0 1123 2741
0 1124 16604
0 1125 10603
0 1126 14127
0 1127 6659
0 1128 5505
0 1129 8309
0 1130 6422
0 1131 5059
0 1132 10775
0 1133 117
0 1134 2376
0 1135 7456
0 1136 11885
0 1137 2407
0 1138 5496
0 1139 4177
0 1140 13792
0 1141 1984
0 1142 12528
0 1143 7452
0 1144 5514
0 1145 179
0 1146 5446
0 1147 1192
0 1148 3595
0 1149 1586
0 1150 17142
0 1151 16497
0 1152 8687
0 1153 1507
0 1154 14356
0 1155 110
0 1156 16332
0 1157 4376
0 1158 12289
0 1159 1676
0 1160 16510
0 1161 11665
0 1162 5280
0 1163 3138
0 1164 2403
0 1165 2513
0 1166 13408
0 1167 10644
0 1168 10749
0 1169 6350
0 1170 6859
0 1171 3124
0 1172 8292
0 1173 1799
0 1174 8111
0 1175 10643
0 1176 402
0 1177 6798
0 1178 7189
0 1179 9226
0 1180 5378
0 1181 345
0 1182 15042
0 1183 4296
0 1184 11460
0 1185 6432
0 1186 7575
0 1187 2300
0 1188 9753
0 1189 908
0 1190 708
0 1191 9442
0 1192 17085
0 1193 17616
0 1194 2240
0 1195 4687
0 1196 8613
0 1197 11050
0 1198 4238
0 1199 5145
0 1200 5067
0 1201 4816
0 1202 5649
0 1203 3264
0 1204 1855
0 1205 5200
0 1206 453
0 1207 7854
0 1208 6385
0 1209 4639
0 1210 1257
0 1211 274
0 1212 2365
0 1213 949
0 1214 5481
0 1215 10212
0 1216 15683
0 1217 7499
0 1218 388
0 1219 11001
0 1220 3111
0 1221 8029
0 1222 1027
0 1223 11062
0 1224 713
0 1225 9317
0 1226 8946
0 1227 11007
0 1228 16047
0 1229 3400
0 1230 2862
0 1231 5502
0 1232 5558
0 1233 4292
0 1234 755
0 1235 8555
0 1236 3135
0 1237 10493
0 1238 1067
0 1239 12191
0 1240 13715
0 1241 879
0 1242 8968
0 1243 1657
0 1244 10580
0 1245 11888
0 1246 12237
0 1247 5155
0 1248 6639
0 1249 2637
0 1250 15472
0 1251 17229
0 1252 2173
0 1253 11307
0 1254 2773
0 1255 414
0 1256 3949
0 1257 2633
0 1258 7889
0 1259 4485
0 1260 9351
0 1261 9867
0 1262 8391
0 1263 6169
0 1264 3850
0 1265 12110
0 1266 12207
0 1267 4540
0 1268 5508
0 1269 9992
0 1270 8633
0 1271 1218
0 1272 2484
0 1273 5004
0 1274 8853
0 1275 962
0 1276 5679
0 1277 10730
0 1278 9209
0 1279 4303
0 1280 6589
0 1281 7807
0 1282 13923
0 1283 5381
0 1284 3302
0 1285 8102
0 1286 3238
0 1287 5679
0 1288 15603
0 1289 5701
0 1290 1103
0 1291 12200
0 1292 7468
0 1293 1572
0 1294 680
0 1295 1307
0 1296 896
0 1297 1410
0 1298 6614
0 1299 9031
0 1300 10133
0 1301 10464
0 1302 6152
0 1303 939
0 1304 4754
0 1305 9745
0 1306 10
0 1307 7455
0 1308 737
0 1309 14466
0 1310 944
0 1311 3731
0 1312 10013
0 1313 1411
0 1314 4933
0 1315 4350
0 1316 2149
0 1317 4001
0 1318 12788
0 1319 4904
0 1320 6051
0 1321 5448
0 1322 16936
0 1323 12462
0 1324 2799
0 1325 7148
0 1326 1333
0 1327 8732
0 1328 2191
0 1329 3446
0 1330 9496
0 1331 6521
0 1332 12946
0 1333 9383
0 1334 13123
0 1335 1796
0 1336 5728
0 1337 11809
0 1338 195
0 1339 4109
0 1340 638
0 1341 1792
0 1342 10265
0 1343 5838
0 1344 15312
0 1345 2332
0 1346 2835
0 1347 4191
0 1348 9048
0 1349 8800
0 1350 10893
0 1351 8337
0 1352 15653
0 1353 8655
0 1354 5089
0 1355 2509
0 1356 266
0 1357 6987
0 1358 465
0 1359 9264
0 1360 1260
0 1361 5949
0 1362 2858
0 1363 341
0 1364 8663
0 1365 8648
0 1366 2092
0 1367 18370
0 1368 1994
0 1369 16002
0 1370 3745
0 1371 1576
0 1372 393
0 1373 733
0 1374 5747
0 1375 7510
0 1376 3300
0 1377 7559
0 1378 8048
0 1379 6359
0 1380 6455
0 1381 8030
0 1382 3902
0 1383 16486
0 1384 10344
0 1385 7969
0 1386 7530
0 1387 7470
0 1388 6224
0 1389 16453
0 1390 5573
0 1391 12328
0 1392 2005
0 1393 16485
0 1394 6745
0 1395 17377
0 1396 1005
0 1397 12696
0 1398 3002
0 1399 15806
0 1400 11191
0 1401 10227
0 1402 4381
0 1403 1467
0 1404 8211
0 1405 3065
0 1406 4069
0 1407 11185
0 1408 1414
0 1409 12575
0 1410 5844
0 1411 1036
0 1412 6277
0 1413 6725
0 1414 15182
0 1415 15312
0 1416 3114
0 1417 2763
0 1418 8419
0 1419 732
0 1420 3188
0 1421 4224
0 1422 5437
0 1423 889
0 1424 8477
0 1425 7117
0 1426 551
0 1427 3313
0 1428 2535
0 1429 11891
0 1430 3407
0 1431 7575
0 1432 7094
0 1433 2065
0 1434 15887
0 1435 9692
0 1436 4527
0 1437 4999
0 1438 6682
0 1439 2598
0 1440 2356
0 1441 269
0 1442 7829
0 1443 6265
0 1444 2728
0 1445 1067
0 1446 2735
0 1447 7733
0 1448 10766
0 1449 252
0 1450 13535
0 1451 10156
0 1452 3264
0 1453 16
0 1454 530
0 1455 4754
0 1456 7204
0 1457 9318
0 1458 12161
0 1459 2420
0 1460 451
0 1461 10703
0 1462 7545
0 1463 5669
0 1464 10057
0 1465 7792
0 1466 5761
0 1467 2498
0 1468 12973
0 1469 5959
0 1470 12382
0 1471 8691
0 1472 16928
0 1473 2596
0 1474 1386
0 1475 2527
0 1476 8287
0 1477 5370
0 1478 1508
0 1479 2802
0 1480 16199
0 1481 4890
0 1482 45
0 1483 4197
0 1484 10323
0 1485 3663
0 1486 1145
0 1487 15455
0 1488 4613
0 1489 3766
0 1490 7134
0 1491 5791
0 1492 1878
0 1493 12693
0 1494 5065
0 1495 4869
0 1496 6223
0 1497 18030
0 1498 10291
0 1499 8684
0 1500 12170
0 1501 159
0 1502 2036
0 1503 14728
0 1504 2045
0 1505 18403
0 1506 8212
0 1507 3952
0 1508 14641
0 1509 10471
0 1510 3667
0 1511 3653
0 1512 1993
0 1513 10024
0 1514 1802
0 1515 7012
0 1516 11558
0 1517 7901
0 1518 5922
0 1519 871
0 1520 283
0 1521 8328
0 1522 6673
0 1523 9998
0 1524 1491
0 1525 2870
0 1526 1401
0 1527 6997
0 1528 11574
0 1529 2158
0 1530 4711
0 1531 13647
0 1532 6879
0 1533 930
0 1534 1209
0 1535 6259
0 1536 12943
0 1537 2181
0 1538 2836
0 1539 2517
0 1540 2169
0 1541 15122
0 1542 9110
0 1543 707
0 1544 6210
0 1545 7415
0 1546 2112
0 1547 10710
0 1548 9897
0 1549 140
0 1550 10520
0 1551 13782
0 1552 6536
0 1553 7243
0 1554 11753
0 1555 3551
0 1556 5640
0 1557 671
0 1558 11993
0 1559 11250
0 1560 4811
0 1561 14726
0 1562 9479
0 1563 464
0 1564 15905
0 1565 15689
0 1566 1446
0 1567 2116
0 1568 9196
0 1569 831
0 1570 7437
0 1571 3039
0 1572 3606
0 1573 10194
0 1574 2647
0 1575 9202
0 1576 3820
0 1577 3966
0 1578 3956
0 1579 3198
0 1580 2963
0 1581 6001
0 1582 1135
0 1583 315
0 1584 1720
0 1585 7274
0 1586 8885
0 1587 5376
0 1588 3983
0 1589 13049
0 1590 177
0 1591 11093
0 1592 12
0 1593 3330
0 1594 11281
0 1595 1032
0 1596 3060
0 1597 8435
0 1598 5408
0 1599 1818
0 1600 142
0 1601 9439
0 1602 9862
0 1603 13290
0 1604 1459
0 1605 3354
0 1606 7421
0 1607 14982
0 1608 103
0 1609 5874
0 1610 2367
0 1611 12544
0 1612 2405
0 1613 13938
0 1614 13435
0 1615 16916
0 1616 10692
0 1617 2582
0 1618 13359
0 1619 13296
0 1620 13031
0 1621 10456
0 1622 5226
0 1623 16107
0 1624 8949
0 1625 3611
0 1626 4082
0 1627 6663
0 1628 11529
0 1629 6542
0 1630 1071
0 1631 7032
0 1632 7161
0 1633 13733
0 1634 6192
0 1635 10102
0 1636 2858
0 1637 5577
0 1638 374
0 1639 8530
0 1640 1325
0 1641 8356
0 1642 720
0 1643 15259
0 1644 163
0 1645 7235
0 1646 38
0 1647 5614
0 1648 5987
0 1649 10868
0 1650 7062
0 1651 54
0 1652 17105
0 1653 1316
0 1654 1497
0 1655 421
0 1656 8590
0 1657 4075
0 1658 3678
0 1659 5
0 1660 3202
0 1661 4297
0 1662 330
0 1663 3311
0 1664 566
0 1665 4674
0 1666 9023
0 1667 1895
0 1668 1924
0 1669 8415
0 1670 7968
0 1671 5555
0 1672 2237
0 1673 5547
0 1674 9458
0 1675 10081
0 1676 3431
0 1677 5617
0 1678 5376
0 1679 13824
0 1680 1830
0 1681 4723
0 1682 3506
0 1683 41
0 1684 15645
0 1685 3589
0 1686 7020
0 1687 11646
0 1688 3154
0 1689 10866
0 1690 9736
0 1691 5860
0 1692 2895
0 1693 10708
0 1694 2705
0 1695 6666
0 1696 290
0 1697 10147
0 1698 405
0 1699 2443
0 1700 2001
0 1701 7860
0 1702 7106
0 1703 206
0 1704 1661
0 1705 8326
0 1706 5156
0 1707 4986
0 1708 13191
0 1709 901
0 1710 1859
0 1711 504
0 1712 5515
0 1713 16641
0 1714 4775
0 1715 3518
0 1716 7475
0 1717 12227
0 1718 8224
0 1719 9124
0 1720 17234
0 1721 14993
0 1722 16859
0 1723 6260
0 1724 11973
0 1725 6039
0 1726 11514
0 1727 3740
0 1728 9006
0 1729 7716
0 1730 1354
0 1731 4731
0 1732 4964
0 1733 17525
0 1734 6653
0 1735 2860
0 1736 9374
0 1737 5060
0 1738 6217
0 1739 14448
0 1740 10452
0 1741 2541
0 1742 5975
0 1743 6267
0 1744 57
0 1745 2172
0 1746 11973
0 1747 9640
0 1748 5845
0 1749 14161
0 1750 1344
0 1751 7137
0 1752 13111
0 1753 9872
0 1754 18132
0 1755 1604
0 1756 9929
0 1757 8449
0 1758 3317
0 1759 13829
0 1760 15173
0 1761 3894
0 1762 15734
0 1763 1957
0 1764 88
0 1765 3020
0 1766 1732
0 1767 10509
0 1768 7922
0 1769 3027
0 1770 8889
0 1771 9768
0 1772 12062
0 1773 1700
0 1774 14658
0 1775 1012
0 1776 7467
0 1777 954
0 1778 2028
0 1779 3081
0 1780 9631
0 1781 7096
0 1782 6024
0 1783 77
0 1784 16085
0 1785 4885
0 1786 1418
0 1787 2371
0 1788 9082
0 1789 2222
0 1790 14496
0 1791 2200
0 1792 4575
0 1793 1729
0 1794 7843
0 1795 1972
0 1796 7680
0 1797 8977
0 1798 7313
0 1799 5886
0 1800 10740
0 1801 6168
0 1802 5044
0 1803 1764
0 1804 9518
0 1805 1465
0 1806 10357
0 1807 8860
0 1808 1155
0 1809 6497
0 1810 13588
0 1811 11724
0 1812 1151
0 1813 2914
0 1814 8050
0 1815 96
0 1816 52
0 1817 2894
0 1818 7975
0 1819 2944
0 1820 7915
0 1821 5195
0 1822 16666
0 1823 17667
0 1824 1220
0 1825 3309
0 1826 3361
0 1827 2606
0 1828 1398
0 1829 216
0 1830 4482
0 1831 333
0 1832 5726
0 1833 14220
0 1834 17447
0 1835 922
0 1836 2759
0 1837 11399
0 1838 1171
0 1839 10921
0 1840 2816
0 1841 3149
0 1842 8025
0 1843 2244
0 1844 7719
0 1845 8161
0 1846 1454
0 1847 9205
0 1848 1442
0 1849 1179
0 1850 3131
0 1851 427
0 1852 1432
0 1853 6674
0 1854 11790
0 1855 6989
0 1856 17577
0 1857 14274
0 1858 13188
0 1859 6578
0 1860 10728
0 1861 5348
0 1862 3131
0 1863 6156
0 1864 5239
0 1865 5002
0 1866 2579
0 1867 16250
0 1868 9438
0 1869 16015
0 1870 6903
0 1871 4452
0 1872 5906
0 1873 7435
0 1874 3137
0 1875 12099
0 1876 2530
0 1877 6031
0 1878 9554
0 1879 4093
0 1880 1256
0 1881 5707
0 1882 10599
0 1883 4553
0 1884 11823
0 1885 5052
0 1886 1433
0 1887 1862
0 1888 2188
0 1889 8304
0 1890 10434
0 1891 6922
0 1892 6117
0 1893 4163
0 1894 9128
0 1895 12939
0 1896 10723
0 1897 2983
0 1898 7237
0 1899 3075
0 1900 13508
0 1901 1958
0 1902 10873
0 1903 10465
0 1904 197
0 1905 15014
0 1906 8828
0 1907 3215
0 1908 1970
0 1909 1249
0 1910 12702
0 1911 374
0 1912 1884
0 1913 9111
0 1914 8042
0 1915 3350
0 1916 810
0 1917 2943
0 1918 14011
0 1919 1647
0 1920 5115
0 1921 239
0 1922 1039
0 1923 11501
0 1924 2429
0 1925 11829
0 1926 12638
0 1927 11932
0 1928 2294
0 1929 2143
0 1930 3609
0 1931 3847
0 1932 4885
0 1933 14867
0 1934 8775
0 1935 3313
0 1936 1200
0 1937 9351
0 1938 3708
0 1939 17166
0 1940 1772
0 1941 6892
0 1942 2492
0 1943 5503
0 1944 3135
0 1945 13941
0 1946 4667
0 1947 2103
0 1948 4289
0 1949 8712
0 1950 10605
0 1951 1802
0 1952 4287
0 1953 9526
0 1954 12660
0 1955 8822
0 1956 721
0 1957 11999
0 1958 6933
0 1959 17703
0 1960 9331
0 1961 7484
0 1962 4038
0 1963 8848
0 1964 4513
0 1965 3827
0 1966 1753
0 1967 10781
0 1968 15394
0 1969 12485
0 1970 10047
0 1971 724
0 1972 1113
0 1973 301
0 1974 8326
0 1975 9819
0 1976 3780
0 1977 5947
0 1978 1341
0 1979 874
0 1980 4219
0 1981 7892
0 1982 16732
0 1983 4272
0 1984 17253
0 1985 3423
0 1986 209
0 1987 477
0 1988 7218
0 1989 8091
0 1990 6940
0 1991 12051
0 1992 3735
0 1993 11782
0 1994 10063
0 1995 1633
0 1996 1841
0 1997 13591
0 1998 2899
0 1999 10220
0 2000 9728
7854398 3594
0 39 15136
1 1061 39
0 669 1560
1 1297 669
0 1131 2106
1 1486 1131
0 1249 1339
1 1021 1249
0 344 9799
1 1079 344
0 1119 3989
1 928 1119
0 709 2857
1 497 709
0 1245 3930
1 9 1245
0 1747 6371
1 1223 1747
0 612 4524
1 1394 612
0 711 11075
1 1467 711
0 1136 9179
1 103 1136
0 944 3119
1 1649 944
0 708 3841
1 1848 708
0 443 7487
1 465 443
0 686 10851
1 254 686
0 1997 6281
1 715 1997
0 1687 14137
1 1219 1687
0 137 2433
1 1562 137
0 869 3396
1 1956 869
0 965 3471
1 1050 965
0 21 927
1 1346 21
0 21 6685
1 1400 21
0 341 1573
1 1885 341
0 1745 13404
1 902 1745
0 1359 15774
1 489 1359
0 846 16653
1 327 846
0 795 11114
1 1287 795
0 888 8711
1 1193 888
0 1069 4772
1 178 1069
0 368 4417
1 1411 368
0 539 4435
1 1382 539
0 622 8805
1 999 622
0 1689 3622
1 1397 1689
0 1369 3592
1 931 1369
0 1647 10271
1 371 1647
0 669 3698
1 1164 669
0 341 3095
1 1589 341
0 1430 4915
1 806 1430
0 1996 14678
1 355 1996
0 57 7841
1 1790 57
0 1868 5096
1 243 1868
0 526 5909
1 1051 526
0 1872 6070
1 1886 1872
0 1743 11042
1 1215 1743
0 771 2936
1 310 771
0 671 4262
1 142 671
0 29 3678
1 424 29
0 366 5575
1 1459 366
0 1238 8069
1 1303 1238
0 23 5602
1 1568 23
0 1766 11475
1 176 1766
0 1112 3106
1 1002 1112
0 1509 3227
1 1392 1509
0 1475 12959
1 1371 1475
0 1027 3426
1 1770 1027
0 1635 4974
1 1039 1635
0 1007 15676
1 598 1007
0 1316 10036
1 1573 1316
0 77 5072
1 1332 77
0 137 6138
1 297 137
0 268 9372
1 383 268
0 1820 8775
1 1900 1820
0 1135 6979
1 1239 1135
0 410 9872
1 833 410
0 197 3141
1 1454 197
0 1098 6443
1 1429 1098
0 1834 11998
1 426 1834
0 138 7039
1 1141 138
0 1556 3035
1 1254 1556
0 771 3706
1 1381 771
0 520 3801
1 1580 520
0 1556 8318
1 1139 1556
0 983 7805
1 1739 983
0 341 3559
1 1843 341
0 47 7764
1 1379 47
0 881 5382
1 429 881
0 394 4542
1 1334 394
0 3 5704
1 664 3
0 971 5981
1 1942 971
0 1357 15186
1 900 1357
0 1949 8539
1 975 1949
0 81 6296
1 1191 81
0 965 11990
1 1961 965
0 670 4104
1 239 670
0 341 7698
1 363 341
0 1689 4058
1 845 1689
0 1595 3997
1 1337 1595
0 29 13447
1 1656 29
0 771 13309
1 898 771
0 1325 8178
1 188 1325
0 520 5440
1 693 520
0 1479 16795
1 960 1479
0 708 12057
1 18 708
0 1126 4602
1 830 1126
0 1484 11830
1 1420 1484
0 1245 8904
1 1441 1245
0 1119 5996
1 115 1119
0 252 18268
1 630 252
0 193 12218
1 1913 193
0 929 9106
1 1167 929
0 152 10520
1 1932 152
0 1755 16987
1 652 1755
0 1413 7899
1 1351 1413
0 1289 4810
1 1525 1289
0 32 17087
1 1906 32
0 175 4262
1 1590 175
0 175 10575
1 1685 175
0 1104 7659
1 1889 1104
0 368 9172
1 1410 368
0 539 10766
1 1837 539
0 1126 7987
1 1964 1126
0 1636 18594
1 460 1636
0 525 13865
1 1752 525
0 1014 16537
1 1535 1014
0 1954 6092
1 1676 1954
0 1289 8796
1 260 1289
0 1430 11842
1 1930 1430
0 328 14739
1 479 328
0 1097 9918
1 1596 1097
0 77 11441
1 596 77
0 1171 11218
1 546 1171
0 441 7659
1 589 441
0 1324 11511
1 729 1324
0 959 14145
1 1799 959
0 520 5979
1 216 520
0 1353 8203
1 501 1353
0 366 14079
1 311 366
0 23 7512
1 1984 23
0 1120 7637
1 1803 1120
0 3 6571
1 866 3
0 1513 6129
1 941 1513
0 224 6429
1 559 224
0 520 12224
1 1533 520
0 971 10227
1 238 971
0 1883 11106
1 807 1883
0 1513 13980
1 369 1513
0 1578 6321
1 1716 1578
0 1577 9068
1 821 1577
0 1578 12454
1 232 1578
0 1234 6889
1 267 1234
0 1971 15176
1 308 1971
0 224 14264
1 1516 224
0 403 9291
1 1840 403
0 841 6687
1 1412 841
0 841 19781
1 302 841
0 1970 11258
1 1528 1970
0 1176 13351
1 1599 1176
0 793 16156
1 312 793
0 98 10003
1 855 98
0 1856 8845
1 1619 1856
0 1135 16648
1 1544 1135
0 1921 14857
1 1283 1921
